1,0.000000,0.000000,0,0
1001,74.400000,11263.800000,10705,11706
2001,156.200000,24516.200000,24107,25326
3001,224.000000,38686.400000,37737,39568
4001,373.400000,53486.800000,52509,55338
5001,939.200000,67915.000000,66708,69227
6001,473.200000,85115.200000,84116,87422
7001,563.200000,101518.400000,98339,105887
8001,756.400000,116283.600000,113355,119589
9001,1297.200000,132730.000000,131114,133454
10001,914.400000,149709.800000,147095,152113
11001,1239.400000,166100.200000,159997,173198
12001,1381.200000,183984.400000,180737,188229
13001,2034.000000,205813.600000,199955,212227
14001,2193.800000,220131.400000,218027,225191
15001,2278.800000,234714.200000,227170,238887
16001,2910.000000,249179.400000,244031,253410
17001,2536.400000,268665.000000,259737,278808
18001,2645.000000,289820.000000,286425,292149
19001,3292.200000,302194.400000,298547,304186
20001,3510.600000,324580.200000,317370,338141
21001,2670.200000,339083.200000,335249,345904
22001,3183.400000,359772.600000,353655,364497
23001,3859.600000,378556.200000,373564,382808
24001,3995.600000,397300.000000,385772,412118
25001,4131.800000,407986.600000,403847,412575
26001,4320.000000,436232.400000,429212,442813
27001,4427.200000,449502.200000,442871,457101
28001,5172.600000,464482.200000,451786,491226
29001,4670.000000,482425.400000,479595,486108
