1,0.600000,0.000000,0,0
1001,105.000000,11087.000000,10375,11781
2001,207.000000,25071.400000,22934,26008
3001,312.000000,39123.800000,37927,41751
4001,349.000000,54645.400000,51965,56724
5001,380.000000,69264.600000,67326,70643
6001,458.400000,86606.800000,81987,91485
7001,534.000000,101221.800000,96498,106411
8001,777.800000,123024.800000,112851,134443
9001,737.400000,138469.200000,132571,145718
10001,954.800000,153302.400000,145976,163293
11001,900.400000,175399.000000,170561,179693
12001,1691.000000,190007.400000,183740,197456
13001,1625.000000,204056.400000,195461,214209
14001,2135.000000,225153.400000,215222,231722
15001,1908.200000,256115.200000,243061,273939
16001,2025.400000,272940.400000,257759,288486
17001,2095.400000,282600.400000,274994,290706
18001,2312.200000,308153.600000,298801,321630
19001,2875.600000,317547.200000,304236,329583
20001,2575.600000,346147.800000,336389,351543
21001,2880.000000,361819.000000,349490,382575
22001,2915.600000,365429.200000,357312,378972
23001,2899.400000,389635.800000,377806,408793
24001,3314.800000,420597.400000,387274,462952
25001,3406.000000,435206.800000,423917,461159
26001,3465.600000,448367.800000,438396,457445
27001,3416.400000,474591.400000,448643,512439
28001,3612.800000,488477.400000,467752,498719
29001,3861.800000,509467.400000,499467,528026
