1,0.000000,0.000000,0,0
1001,82.000000,10996.000000,10180,11652
2001,178.400000,24467.600000,23117,27101
3001,223.200000,40440.600000,37948,42292
4001,823.000000,56822.600000,52629,60325
5001,385.400000,69866.600000,66148,74378
6001,489.400000,87728.200000,83115,91190
7001,1295.400000,102293.200000,100608,104374
8001,1429.600000,120505.000000,117137,128050
9001,1145.600000,136798.800000,132898,141541
10001,1144.600000,153202.200000,143035,157653
11001,2950.200000,170697.800000,163231,179601
12001,1932.200000,189124.800000,179969,202255
13001,2063.000000,208534.600000,204479,215318
14001,2258.000000,232832.400000,221220,245540
15001,2355.000000,247945.400000,235505,268549
16001,2577.200000,259979.800000,253563,272242
17001,2678.800000,286463.800000,275696,299600
18001,3247.200000,309056.200000,291418,322048
19001,3495.200000,316924.600000,302549,327283
20001,3529.600000,334545.800000,322171,355940
21001,3634.800000,358175.600000,345593,385147
22001,3730.600000,366906.400000,359411,377382
23001,3916.200000,387661.000000,376982,395869
24001,4005.800000,405428.400000,392596,418412
25001,4154.000000,431099.400000,412765,448248
26001,4587.000000,474906.800000,452330,501480
27001,4991.800000,493753.800000,465497,536291
28001,3637.200000,493006.600000,476950,510567
29001,4113.600000,527797.600000,504570,557255
